Part Name
606 1 CXC 45 ELBOW WROT
606 11/4 CXC 45 ELBOW WROT
606 11/2 CXC 45 ELBOW WROT
606 2 CXC 45 ELBOW WROT
606 21/2 CXC 45 ELBOW WROT
606 3 CXC 45 ELBOW WROT
606 3 1/2 CXC 45 ELBOW WROT
606 4 CXC 45 ELBOW WROT
606 5 CXC 45 ELBOW WROT
606 6 CXC 45 ELBOW WROT
606 8 CXC 45 ELBOW WROT
606-2 1/4 FTGXC 45 DEG ELBOW WROT
606-2 3/8 FTGXC 45 DEG ELBOW WROT
606-2 1/2 FTGXC 45 ELBOW WROT
606-2 5/8 FTGXC 45 FTG ELBOW WROT
606-2 3/4 FTGXC 45 FTG ELBOW WROT
606-2 1 FTGXC 45 FTG ELBOW WROT
606-2 11/4 FTGXC 45 FTG ELBOW WROT
606-2 11/2 FTGXC 45 FTG ELBOW WROT
606-2 2 FTGXC 45 FTG ELBOW WROT
606-2 21/2 FTGXC 45 FTG ELBOW WROT
606-2 3 FTGXC 45 FTG ELBOW WROT
606-2 4 FTGXC 45 FTG ELBOW WROT
607 1/8 CXC 90 ELBOW WROT
607 1/4 CXC 90 ELBOW WROT
607 3/8 CXC 90 ELBOW WROT
607 1/2 CXC 90 ELBOW WROT
607R 1/2X3/8 CXC 90 ELBOW WROT
607R 5/8X3/8 CXC 90 ELBOW WROT
607 3/4 CXC 90 ELBOW WROT
607R 3/4X5/8 CXC 90 ELBOW WROT
607R 3/4X1/2 CXC 90 ELBOW WROT
607 7/8 CXC 90 ELBOW WROT
607 1 CXC 90 ELBOW WROT
607R 1X3/4 CXC 90 ELBOW WROT
607 11/4 CXC 90 ELBOW WROT
607 11/2 CXC 90 ELBOW WROT
607R 11/2X11/4 CXC 90 ELBOW WROT
607 2 CXC 90 ELBOW WROT
607R 2X11/2 CXC 90 ELBOW WROT
607R 3/8X1/4 90 DEG ELBOW WROT
607 21/2 CXC 90 ELBOW WROT
607 3 CXC 90 ELBOW WROT
607 31/2 CXC 90 ELBOW WROT
607 4 CXC 90 ELBOW WROT
607 5 CXC 90 ELBOW WROT
607 6 CXC 90 ELBOW WROT
607 8 CXC 90 ELBOW WROT
607-2 1/4 FTGXC 90 FTG ELBOW WROT
607-2 3/8 FTGXC 90 FTG ELBOW WROT
607-2 1/2 FTGXC 90 FTG ELBOW WROT
607-2 3/4 FTGXC 90 FTG ELBOW WROT
607-2 1 FTGXC 90 FTG ELBOW WROT
607-2 11/4 FTGXC 90 FTG ELBOW WROT
607-2 11/2 FTGXC 90 FTG ELBOW WROT
607-2 2 FTGXC 90 FTG ELBOW WROT
607-2 21/2 FTGXC 90 FTG ELBOW WROT
607-2 3 FTGXC 90 FTG ELBOW WROT
607-2 4 FTGXC 90 FTG ELBOW WROT
60722 1/2 FTGXFTG 90 FTG ELBOW WROT
60722 3/4 FTGXFTG 90 FTG ELBOW WROT
60722 1 FTGXFTG 90 FTG ELBOW WROT
60722 11/4 FTGXFTG 90 FTG ELBOW WROT
60722 11/2 FTGXFTG 90 FTG ELBOW WROT
60722 2 FTGXFTG 90 FTG ELBOW WROT
60722 3 FTGXFTG 90 FTG ELBOW WROT
60722LT 1/4 FTGXFTG 90 LG RAD FTG ELBOW
60722LT 3/8 FTGXFTG 90 LG RAD FTG ELBOW
60722LT 1/2 FTGXFTG 90 LNG RAD FTG ELBOW
60722LT 5/8 FTGXFTG 90 LRAD FTG ELB WROT
60722LT 3/4 FTGXFTG 90 LNG RAD FTG ELBOW
60722LT 1 FTGXFTG 90 LNG RAD FTG ELBOW
60722LT 11/4 FTGXFTG 90 LNG RAD FTG ELB
60722LT 11/2 FTGXFTG 90 LNG RAD FTG ELB
60722LT 2 FTGXFTG 90 LG RAD FTG ELBOW
6072I 1/2 FTGXC 90 INT RAD FTG ELBOW
6072I 5/8 FTGXC 90 INT RAD FTG ELBOW
6072I 3/4 FTGXC 90 INT RAD FTG ELBOW
6072I 1 FTGXC 90 INTER RAD FTG ELBOW
607-2-LT 1/8 FTGXC 90 LNG RAD ELBOW WROT
607-2-LT 1/4 FTGXC 90 LNG RAD ELBOW WROT
6072LT 3/8 90 LNG RAD FTG ELBOW WROT
607-2-LTR 1/2X3/8 FTGXC LT ELBOW WROT
6072LT 1/2 90 LNG RAD FTG ELBOW WROT
6072LT 5/8 FTGXC 90 LNG RAD FTG ELBOW
6072LT 3/4 90 LNG RAD FTG ELBOW WROT
6072LT 1 90 LNG RAD FTG ELBOW WROT
6072LT 11/4 FTGXC 90 LG RAD FTG ELBOW
607-2-LT 11/2 90 LNG RAD FTG ELBOW WROT
6072LT 2 FTGXC 90 LNG RAD FTG ELBOW WROT
6072LT 21/2 FTGXC 90 LG RAD FTG ELBOW
607-2-LT 3 FTGXC 90 LRAD FTG ELBOW WROT
6072LT 4 FTGXC 90 LNG RAD FTG ELBOW WROT
607I 1/2 CXC 90 INTER RAD ELBOW WROT
607I 5/8 CXC 90 INTER RAD ELBOW WROT
607I 3/4 CXC 90 INTER RAD ELBOW WROT
607I 1 CXC 90 INTER RAD ELBOW WROT
607LT 3/16OD CXC 90 LONG RAD ELBOW WROT
607LT 1/8 CXC 90 LNG RAD ELBOW WROT
607LT 5/16OD CXC 90 LONG RAD ELBOW WROT
607LT 1/4 CXC 90 LNG RAD ELBOW WROT
607LTR 1/4X1/8 CXC 90 LNG RAD ELBOW WROT
607LT 3/8 CXC LNG RAD 90 ELBOW WROT
607LT 1/2 CXC 90 LNG RAD ELBOW WROT
607LTR 1/2X3/8 CXC 90 LNG RAD ELBOW WROT
607LTR 1/2X1/4 CXC 90 LNG RAD ELBOW WROT
607LT 5/8 CXC 90 LNG RAD ELBOW WROT
607LTR 5/8X1/2 CXC 90 LNG RAD ELBOW WROT
607LT 3/4 CXC LNG RAD 90 ELBOW WROT
607LTR 3/4X5/8 CXC 90 LNG RAD ELBOW WROT
607LTR 3/4X1/2 CXC 90 LNG RAD ELBOW WROT
607LT 7/8 CXC 90 LNG RAD ELBOW WROT
607LT 1 CXC 90 LNG RAD ELBOW WROT
607LTR 1X3/4 CXC 90 LNG RAD ELBOW WROT
607LTR 1X5/8 CXC 90 LG RAD ELBOW WROT
607LT 11/4 CXC 90 LNG RAD ELBOW WROT
607LTR 11/4X1 CXC 90 LNG RAD ELBOW WROT
607LT 11/2 CXC LNG RAD 90 ELBOW WROT
607LT 2 CXC 90 LNG RAD ELBOW WROT
607LT 21/2 CXC 90 LNG RAD ELBOW WROT
607LTR 21/2X2 CXC 90 LNG RAD ELBOW WROT
607LT 3 CXC 90 LNG RAD ELBOW WROT
607LT 31/2 CXC 90 LNG RAD ELBOW WROT
607LT 4 CXC 90 LNG RAD ELBOW WROT
607R 1X1/2 CXC 90 ELBOW WROT
607R 11/4X1 CXC 90 ELBOW WROT
611 3/16OD CXCXC TEE WROT
611 1/8 CXCXC TEE WROT
611R 1/8X1/8X3/16OD CXCXC TEE WROT
611RR 1/8X3/16X1/8 CXCXC TEE WROT
611 5/16OD CXCXC TEE WROT
611R 5/16ODX5/16ODX1/8 CXCXC TEE WROT
611RR 5/16ODX1/8X5/16OD CXCXC TEE WROT
611RR 5/16ODX1/8X1/8 CXCXC TEE WROT
611 1/4 CXCXC TEE WROT
611R 1/4X1/4X5/16OD CXCXC TEE WROT
611R 1/4X1/4X1/8 CXCXC TEE WROT
611R 1/4X1/4X3/16OD CXCXC TEE WROT
611RR 1/4X5/16ODX1/4 CXCXC TEE WROT
611RR 1/4X1/8X1/4 CXCXC TEE WROT
611RR 1/4X1/8X1/8 CXCXC TEE WROT
611 3/8 CXCXC TEE WROT
611R 3/8X3/8X1/4 CXCXC TEE WROT
611R 3/8X3/8X5/16OD CXCXC TEE WROT
611R 3/8X3/8X1/8 CXCXC TEE WROT
611RR 3/8X1/4X3/8 CXCXC TEE WROT
611RR 3/8X1/4X1/4 CXCXC TEE WROT
611RR 3/8X1/4X1/8 CXCXC TEE WROT
611RR 3/8X1/8X3/8 TEE CXCXC WROT
611RR 3/8X1/8X1/8 CXCXC TEE WROT
611 1/2 CXCXC TEE WROT
611R 1/2X1/2X3/8 CXCXC TEE WROT
611R 1/2X1/2X1/4 CXCXC TEE WROT
611R 1/2X1/2X1/8 CXCXC TEE WROT
611RR 1/2X3/8X1/2 CXCXC TEE WROT
611RR 1/2X3/8X3/8 CXCXC TEE WROT
611RR 1/2X3/8X1/4 CXCXC TEE WROT
611RR 1/2X1/4X3/8 CXCXC TEE WROT
611RR 1/2X1/4X1/4 CXCXC TEE WROT
611 5/8 CXCXC TEE WROT
611R 5/8X5/8X1/2 CXCXC TEE WROT
611R 5/8X5/8X3/8 CXCXC TEE WROT
611R 5/8X5/8X1/4 CXCXC TEE WROT
611RR 5/8X1/2X5/8 CXCXC TEE WROT
611RR 5/8X1/2X1/2 CXCXC TEE WROT
611RR 5/8X3/8X5/8 CXCXC TEE WROT
611RR 5/8X3/8X3/8 CXCXC TEE WROT
611RR 3/4X1/2X1/4 CXCXC TEE WROT
611 3/4 CXCXC TEE WROT
611R 3/4X3/4X5/8 CXCXC TEE WROT
611R 3/4X3/4X1/2 CXCXC TEE WROT
611R 3/4X3/4X3/8 CXCXC TEE WROT
611R 3/4X3/4X1/4 CXCXC TEE WROT
611R 3/4X3/4X1/8 CXCXC TEE WROT
611RR 3/4X5/8X3/4 CXCXC TEE WROT
611RR 3/4X5/8X5/8 CXCXC TEE WROT
611RR 3/4X1/2X3/4 CXCXC TEE WROT
611RR 3/4X1/2X1/2 CXCXC TEE WROT
611RR 3/4X1/2X3/8 CXCXC TEE WROT
611RR 3/4X3/8X3/4 CXCXC TEE WROT
611RR 3/4X3/8X1/2 CXCXC TEE WROT
611RR 3/4X3/8X3/8 CXCXC TEE WROT
611 7/8 CXCXC TEE WROT
611 1 CXCXC TEE WROT
611R 1X1X3/4 CXCXC TEE WROT
611R 1X1X5/8 CXCXC TEE WROT
611R 1X1X1/2 CXCXC TEE WROT
611R 1X1X3/8 CXCXC TEE WROT
611R 1X1X1/4 CXCXC TEE WROT
611RR 1X3/4X1 CXCXC TEE WROT
611RR 1X3/4X3/4 CXCXC TEE WROT
611RR 1X3/4X1/2 CXCXC TEE WROT
611RR 1X1/2X1 CXCXC TEE WROT
611RR 1X1/2X3/4 CXCXC TEE WROT
611RR 1X1/2X1/2 CXCXC TEE WROT
611 11/4 CXCXC TEE WROT
611R 11/4X11/4X1 CXCXC TEE WROT
611R 11/4X11/4X3/4 CXCXC TEE WROT
611R 11/4X11/4X1/2 CXCXC TEE WROT
611R 11/4X11/4X3/8 CXCXC TEE WROT
611RR 11/4X1X11/4 CXCXC TEE WROT
611RR 11/4X1X1 CXCXC TEE WROT
611RR 11/4X1X3/4 CXCXC TEE WROT
611RR 11/4X1X1/2 CXCXC TEE WROT
611RR 11/4X3/4X11/4 CXCXC TEE WROT
611RR 11/4X3/4X1 CXCXC TEE WROT
611RR 11/4X3/4X3/4 CXCXC TEE WROT
611RR 11/4X3/4X1/2 CXCXC TEE WROT
611RR 11/4X1/2X11/4 CXCXC TEE WROT
611 11/2 CXCXC TEE WROT
611R 11/2X11/2X11/4 CXCXC TEE WROT
611R 11/2X11/2X1 CXCXC TEE WROT
611R 11/2X11/2X3/4 CXCXC TEE WROT
611R 11/2X11/2X1/2 CXCXC TEE WROT
611RR 11/2X11/4X11/2 CXCXC TEE WROT
611RR 11/2X11/4X11/4 CXCXC TEE WROT
611RR 11/2X11/4X1 CXCXC TEE WROT
611RR 11/2X11/4X3/4 CXCXC TEE WROT
611RR 11/2X11/4X1/2 CXCXC TEE WROT
611RR 11/2X1X11/2 CXCXC TEE WROT
611RR 11/2X1X11/4 CXCXC TEE WROT
611RR 11/2X1X1 CXCXC TEE WROT
611RR 11/2X1X3/4 CXCXC TEE WROT
611RR 11/2X1X1/2 CXCXC TEE WROT
611RR 11/2X3/4X11/2 CXCXC TEE WROT
611RR 11/2X3/4X11/4 CXCXC TEE WROT
611RR 11/2X3/4X1 CXCXC TEE WROT
611RR 11/2X3/4X3/4 CXCXC TEE WROT
611RR 11/2X3/4X1/2 CXCXC TEE WROT
611RR 11/2X1/2X11/2 CXCXC TEE WROT
611 2 CXCXC TEE WROT
611R 2X2X11/2 CXCXC TEE WROT
611R 2X2X11/4 CXCXC TEE WROT
611R 2X2X1 CXCXC TEE WROT
611R 2X2X3/4 CXCXC TEE WROT
611R 2X2X1/2 CXCXC TEE WROT
611RR 2X11/2X2 CXCXC TEE WROT
611RR 2X11/2X11/2 CXCXC TEE WROT
611RR 2X11/2X11/4 CXCXC TEE WROT
611RR 2X11/2X1 CXCXC TEE WROT
611RR 2X11/2X3/4 CXCXC TEE WROT
611RR 2X11/2X1/2 CXCXC TEE WROT
611RR 2X11/4X2 CXCXC TEE WROT
611RR 2X11/4X11/2 CXCXC TEE WROT
611RR 2X11/4X11/4 CXCXC TEE WROT
611RR 2X11/4X1 CXCXC TEE WROT
611RR 2X11/4X3/4 CXCXC TEE WROT
611RR 2X1X2 CXCXC TEE WROT
611RR 2X1X1 CXCXC TEE WROT
611RR 2X3/4X2 CXCXC TEE WROT
611RR 2X1/2X2 CXCXC TEE WROT
611 21/2 CXCXC TEE WROT
611R 21/2X21/2X2 CXCXC TEE WROT
611R 21/2X21/2X11/2 CXCXC TEE WROT
611R 21/2X21/2X11/4 CXCXC TEE WROT
611R 21/2X21/2X1 CXCXC TEE WROT
611R 21/2X21/2X3/4 CXCXC TEE WROT
611R 21/2X21/2X1/2 CXCXC TEE WROT
611RR 21/2X2X21/2 CXCXC TEE WROT
611RR 21/2X2X2 CXCXC TEE WROT
611RR 21/2X2X11/2 CXCXC TEE WROT
611RR 21/2X2X11/4 CXCXC TEE WROT
611RR 21/2X2X1 CXCXC TEE WROT
611RR 21/2X2X3/4 CXCXC TEE WROT
611RR 21/2X11/2X21/2 CXCXC TEE WROT
611RR 21/2X11/4X2 CXCXC TEE WROT
611RR 21/2X11/4X21/2 CXCXC TEE WROT
611RR 21/2X1X21/2 CXCXC TEE WROT
611RR 21/2X3/4X21/2 CXCXC TEE WROT
611 3 CXCXC TEE WROT
611R 3X3X21/2 CXCXC TEE WROT
611R 3X3X2 CXCXC TEE WROT
611R 3X3X11/2 CXCXC TEE WROT
611R 3X3X11/4 CXCXC TEE WROT
611R 3X3X1 CXCXC TEE WROT
611R 3X3X3/4 CXCXC TEE WROT
